Date,Exchange Rate,Prime_Rate,INDINF_CPI_Q,GDP,W.MTLS,Open,Gold_Price_in_USD,Ontario_population,Ontario_Immigrants_International,Ontario_Emigrants_International,Ontario_In_migrant_Interprovincial,Ontario_Out_migrant_Interprovincial,Crime_severity_index_toronto,Toronto_median_age,UT_Graduate_Enrolment,UT_Undergraduate_Enrolment,UT_Total_Enrolment,Ryerson_Total_Enrolment,York_Total_Enrolment,Unemployment_rate_toronto,Participation_rate_toronto,Employment_rate_toronto,Toronto_population,Sales_Total,Avg_Price_Month,New Units Number (Plan for construction),New Units Number (construction complete),Prime_Rate_2,Bank_of_Canada_Overnight_Rate
2005-11-01,1.183129182,4.75,2.174189982,37704.93019,387.394,2198.777158,475.032,12584544.88,27975.1767,5985.424182,8916.708905,13895.28987,73.21011649,38.34991248,10485,47402,57887,25846,49500,5.9,68.9,64.8,5319375.777,1079,232161.8406,2228,1552,4.75,3
2005-12-01,1.162089857,5,2.273361419,37822.87609,416.1475,2249.277646,507.9588,12584511.27,26893.47165,6338.853568,10453.44058,15013.98457,73.22775456,38.37454422,10485,47402,57887,25846,49500,6.7,68.5,63.9,5326828.754,743,244749.362,1868,1277,5,2.5
2006-01-01,1.158800136,5.0625,2.4,37841.13438,436.1075,2286.173999,548.1404,12587531,27367,6606,12125,16181,73.21,38.4,10534,49669,60203,25846,51000,7,68.8,64,5334382,729,253418.166,1157,3171,5.25,3.5
2006-02-01,1.1495118,5.25,2.533940765,37989.5288,456.285,2273.930009,554.2743478,12595097.5,29531.8527,6641.258105,13600.53746,17093.14248,73.15567502,38.42545882,10534,49669,60203,25846,51000,6.9,68.2,63.5,5341784.654,1010,259515.5455,920,1392,5.25,3.5
2006-03-01,1.157945565,5.45,2.640963441,38060.51483,457.298,2298.326511,555.3573077,12605489.82,32610.9988,6572.931995,14804.64834,17855.51811,73.07517425,38.44845649,10534,49669,60203,25846,51000,6.4,68.3,63.9,5348341.484,1348,256038.7819,1837,1400,5.5,2.5
2006-04-01,1.145210389,5.5625,2.6,38041.21117,511.9975,2340.444734,609.2190909,12618444,34916,7092,16279,19753,72.95124751,38.4739211,10534,49669,60203,25846,51000,6.5,68.4,63.9,5355457.527,1193,249838.8458,1666,1442,5.75,4.66
2006-05-01,1.1098775,5.8,2.378405473,38059.87784,575.172,2252.699529,673.8003704,12632041.81,35676.5054,8299.186871,17891.24449,22817.82392,72.79649851,38.49856715,10534,49669,60203,25846,51000,6.2,68.4,64.2,5362200.636,1363,258012.9545,1963,1771,6,4.5
2006-06-01,1.113801773,6,1.999017445,38006.16928,529.165,2140.187289,595.7324,12647069.94,35107.4895,10017.93706,19476.14846,26681.00289,72.60061063,38.52403773,10534,49669,60203,25846,51000,6.2,68.4,64.1,5369020.352,1284,251530.9182,2455,776,6,4.5
2006-07-01,1.127754952,6,1.7,37950.91623,569.4325,2089.094983,631.9076923,12661878,34179,10677,19382,27836,72.37622181,38.54868957,10534,49669,60203,25846,51000,6.5,68.6,64.1,5375476.693,1161,250620.7752,2928,2330,6,4.5
2006-08-01,1.11916213,6,1.499029196,38068.85689,589.268,2116.162608,629.7396296,12677333.37,32993.41174,10063.27854,17329.80622,25786.50647,72.12115621,38.57416744,10534,49669,60203,25846,51000,6.5,68.1,63.6,5382098.708,1139,250199.935,1448,1846,6,4.5
2006-09-01,1.115973762,6,1.404923939,38011.25131,584.3825,2219.067529,599.2576,12692072.95,31511.99161,8399.724109,13770.96518,21080.58361,71.85772008,38.59965125,10534,49669,60203,25846,51000,7,68.6,63.8,5388787.695,1011,249715.1929,943,1071,6,4.5
2006-10-01,1.128825636,6,1.4,38005.50262,602.985,2323.952259,584.9570833,12700994,29444,7213,11460,17417,71.59484352,38.62431865,10534,49669,60203,25846,51000,6.8,68.1,63.5,5395324.919,1132,251892.3207,1928,1306,6,4.5
2006-11-01,1.136101773,6,1.481363536,38047.1274,613.294,2405.450928,625.9192308,12703924.83,26593.58461,6657.908351,10664.99154,15113.77502,71.31500141,38.64981413,10534,49669,60203,25846,51000,6.8,68.1,63.5,5402146.194,1059,254158.8725,1639,469,6,4.5
2006-12-01,1.151330842,6,1.633341275,38242.02967,625.565,2434.091003,628.3808333,12701931.73,23514.33582,6688.964885,11258.14512,14250.14992,71.03624809,38.67449283,10534,49669,60203,25846,51000,6.4,68.8,64.4,5408811.438,763,252814.6881,866,1126,6,4.5
2007-01-01,1.175894273,6,1.8,37090.42509,620.53,2451.197498,628.2828,12702838,22344,6793,12144,14329,70.74,38.7,10990,50220,61210,25846,51500,6.6,69.5,64.9,5415765,824,262393.5643,1192,3080,6,4.5
2007-02-01,1.17098925,6,1.965483352,37338.82811,643.705,2482.686845,664.2295833,12708077.18,23606.47333,6884.774192,13119.1699,15322.19456,70.43541444,38.7255131,10990,50220,61210,25846,51500,6.9,69.2,64.5,5422785.79,1020,269456.0098,497,634,6,4.5
