Date,Exchange Rate,Prime_Rate,INDINF_CPI_Q,GDP,W.MTLS,Open,Gold_Price_in_USD,Ontario_Immigrants_International,Ontario_Emigrants_International,Ontario_In_migrant_Interprovincial,Ontario_Out_migrant_Interprovincial,Crime_severity_index_toronto,Toronto_median_age,UT_Total_Enrolment,Participation_rate_toronto,Employment_rate_toronto,Toronto_population,Sales_Total,Avg_Price_Month,New Units Number (Plan for construction),New Units Number (construction complete),Exchange Rate_Change_Rate,Prime_Rate_Change_Rate,GDP_Change_Rate,W.MTLS_Change_Rate,Gold_Price_in_USD_Change_Rate,Ontario_population_Change_Rate,Ontario_Immigrants_International_Change_Rate,Ontario_Emigrants_International_Change_Rate,Ontario_In_migrant_Interprovincial_Change_Rate,Ontario_Out_migrant_Interprovincial_Change_Rate,UT_Graduate_Enrolment_Change_Rate,UT_Undergraduate_Enrolment_Change_Rate,Ryerson_Total_Enrolment_Change_Rate,York_Total_Enrolment_Change_Rate,Toronto_population_Change_Rate,Sales_Total_Change_Rate,Avg_Price_Month_Change_Rate
2004-11-01,1.196279273,4.25,2.3083341269999997,36495.37347,350.17,2059.2052350000004,438.4124,24970.08925,5670.51004,10063.68276,13066.47388,71.80206218,38.04961507,55763,69.6,64.4,5227210.946,1000,235626.733,1703,1210,-0.042432465,0.03030303,0.002273392,0.006076626,0.04433038,0.00042638699999999997,-0.012961924,-0.074353568,-0.049160737,-0.080602739,0.0,0.0,0.0,0.0,0.0013344210000000001,0.111111111,-0.01047102
2004-12-01,1.218187565,4.25,2.218878437,36450.92147,354.76800000000003,2146.2768,442.53521739999996,26504.424280000003,5696.137887,10702.679470000001,12994.74454,71.87804128,38.07440624,55763,69.5,63.7,5234111.618,703,239119.6999,1018,395,0.018313694,0.0,-0.001218018,0.013130765,0.009403971,2.17e-05,0.061446917999999996,0.004519496,0.063495314,-0.0054895709999999995,0.0,0.0,0.0,0.0,0.0013201439999999999,-0.297,0.014824153999999999
2005-01-01,1.22419419,4.25,2.1,36595.90576,357.8275,2081.331494,424.1043478,29269.0,5683.0,12285.0,14033.0,71.97,38.1,57887,68.8,64.0,5241407.0,601,230779.2962,491,965,0.0049307890000000005,0.0,0.0039775209999999995,0.008623946,-0.041648368,0.000259443,0.104306198,-0.002306455,0.14784340099999999,0.079898105,0.024926686,0.041047152999999996,0.0,0.053191489,0.001393815,-0.145092461,-0.034879618
2005-02-01,1.2392857,4.25,1.9665650369999998,36668.4712,363.33,2065.447895,422.5127273,33110.31685,5543.156292000001,14761.60706,16208.6563,72.07562613,38.1255696,57887,69.0,63.6,5248869.768999999,874,234769.4691,914,1297,0.012327709,0.0,0.001982884,0.015377521000000002,-0.0037528979999999997,0.000606334,0.131241821,-0.024607373999999998,0.20159601600000002,0.155038573,0.0,0.0,0.0,0.0,0.00142381,0.454242928,0.017289995
2005-03-01,1.216971619,4.25,1.855561681,36507.68237,377.754,2034.583646,434.3669565,37223.62182,5404.638051,17543.24424,18951.43912,72.18277781,38.14864395,57887,69.3,64.2,5255754.208000001,1129,242998.5226,1888,3826,-0.018005599,0.0,-0.004384934,0.039699447,0.028056502,0.00082718,0.124230311,-0.024989056000000003,0.18843728699999998,0.169217163,0.0,0.0,0.0,0.0,0.0013116039999999999,0.29176201399999996,0.035051634
2005-04-01,1.235972667,4.25,1.9,36806.66318,372.1525,1962.563337,427.68,40485.0,5926.0,19632.0,21426.0,72.31441611,38.17416755,57887,69.1,64.0,5263535.553,1249,233664.3395,2060,146,0.015613386000000002,0.0,0.008189531,-0.014828433,-0.015394716999999999,0.0010953339999999999,0.087615821,0.096465655,0.119063255,0.130573771,0.0,0.0,0.0,0.0,0.0014805379999999998,0.106288751,-0.03841251
2005-05-01,1.255950136,4.25,2.1348351080000003,36978.815010000006,362.6425,1998.470482,421.84653849999995,42035.715710000004,7212.75181,20413.833290000002,23036.84725,72.45482122,38.198844799999996,57887,69.9,64.6,5271225.262,1283,244013.9564,803,1193,0.016163359,0.0,0.004677192,-0.02555404,-0.013639781,0.001218924,0.038303462999999996,0.21713665399999998,0.039824434,0.075181893,0.0,0.0,0.0,0.0,0.00146094,0.027221777000000003,0.044292668
2005-06-01,1.242152364,4.25,2.518369239,37088.24084,363.506,2075.519098,429.58416669999997,42004.91838,9072.409964,19939.98285,23778.17208,72.61335347,38.22432086,57887,69.9,64.7,5279335.982,1308,241869.6636,2909,1417,-0.010985924,0.0,0.0029591490000000003,0.0023811329999999997,0.018342281999999998,0.0014093139999999998,-0.000732647,0.257829217,-0.023212222999999997,0.03217996,0.0,0.0,0.0,0.0,0.001538678,0.019485581000000002,-0.008787583
2005-07-01,1.22377181,4.25,2.7,37097.04538,360.2625,2138.327503,424.1736,40541.0,9804.0,18236.0,22959.0,72.77978497,38.24895209,57887,69.6,64.6,5287344.441000001,1110,245632.80899999998,3500,1720,-0.014797343000000001,0.0,0.000237394,-0.008922824000000001,-0.012594893000000001,0.001429127,-0.034851118,0.080638997,-0.08545558199999999,-0.034450591,0.0,0.0,0.0,0.0,0.0015169439999999999,-0.151376147,0.015558566999999999
2005-08-01,1.205562652,4.25,2.634482669,37388.184989999994,371.34,2157.9934719999997,436.8911538,37572.13439,9178.027617,15187.4024,20411.520940000002,72.9424643,38.27439291,57887,69.2,64.8,5295640.561000001,1124,237292.9742,982,2480,-0.014879537,0.0,0.007848054,0.030748413,0.029981955,0.0015301070000000002,-0.073231188,-0.063848672,-0.167174687,-0.110957754,0.0,0.0,0.0,0.0,0.001569052,0.012612613,-0.033952446000000004
2005-09-01,1.179030773,4.4375,2.365555687,37483.24258,371.125,2145.583787,455.06083330000007,33465.54519,7446.883478,11282.51799,16619.73979,73.06863202,38.29983673,57887,69.7,65.1,5303786.46,1150,241379.0557,922,357,-0.022007881,0.044117647,0.00254245,-0.000578984,0.041588573,0.0015002939999999999,-0.1092988,-0.18861831899999998,-0.25711338300000003,-0.185766713,0.0,0.0,0.0,0.0,0.001538227,0.023131673,0.017219564
2005-10-01,1.177634286,4.625,2.2,37504.90576,374.815,2089.8366760000004,469.23166669999995,30238.0,6320.0,9108.0,14356.0,73.15590991,38.32446268,57887,70.1,65.4,5311526.205,1040,246403.4827,982,841,-0.001184436,0.042253520999999995,0.000577943,0.009942742,0.031140525,0.000976582,-0.096443825,-0.151322829,-0.19273339399999997,-0.136207896,0.0,0.0,0.0,0.0,0.001459287,-0.095652174,0.020815505
2005-11-01,1.183129182,4.75,2.1741899819999997,37704.93019,387.394,2198.777158,475.032,27975.1767,5985.424182,8916.708905,13895.289869999999,73.21011649,38.34991248,57887,68.9,64.8,5319375.777,1079,232161.8406,2228,1552,0.004666046,0.027027027000000002,0.005333287,0.033560557000000005,0.012361341999999999,0.000446292,-0.074833762,-0.052939212,-0.021002536000000002,-0.032091817,0.0,0.0,0.0,0.0,0.001477838,0.0375,-0.057798055
2005-12-01,1.162089857,5.0,2.273361419,37822.87609,416.1475,2249.277646,507.9588,26893.47165,6338.8535679999995,10453.44058,15013.984569999999,73.22775456,38.37454422,57887,68.5,63.9,5326828.754,743,244749.362,1868,1277,-0.017782779,0.052631579000000005,0.0031281290000000003,0.074222884,0.06931490900000001,-2.67e-06,-0.038666603,0.059048344,0.172342923,0.080508914,0.0,0.0,0.0,0.0,0.0014011,-0.31139944399999997,0.054218735
2006-01-01,1.158800136,5.0625,2.4,37841.13438,436.1075,2286.1739989999996,548.1404,27367.0,6606.0,12125.0,16181.0,73.21,38.4,60203,68.8,64.0,5334382.0,729,253418.16600000003,1157,3171,-0.0028308659999999996,0.0125,0.00048273099999999997,0.047963763,0.079104053,0.000239956,0.017607558,0.042144282000000005,0.159905191,0.077728562,0.004673343,0.04782498599999999,0.0,0.03030303,0.001417963,-0.01884253,0.035419108
2006-02-01,1.1495118,5.25,2.533940765,37989.5288,456.285,2273.930009,554.2743477999999,29531.8527,6641.258105,13600.53746,17093.142480000002,73.15567502,38.42545882,60203,68.2,63.5,5341784.654,1010,259515.5455,920,1392,-0.008015477,0.037037037,0.003921511,0.046267262,0.011190468,0.00060111,0.079104494,0.005337285,0.121693811,0.05637120599999999,0.0,0.0,0.0,0.0,0.001387725,0.385459534,0.024060546000000002
2006-03-01,1.157945565,5.45,2.640963441,38060.51483,457.298,2298.3265109999998,555.3573077000001,32610.9988,6572.931995,14804.64834,17855.51811,73.07517425,38.44845649,60203,68.3,63.9,5348341.484,1348,256038.7819,1837,1400,0.0073368240000000005,0.038095238,0.001868569,0.002220104,0.0019538339999999998,0.000825109,0.104265253,-0.010288127,0.088534066,0.044601256,0.0,0.0,0.0,0.0,0.001227461,0.334653465,-0.01339713
2006-04-01,1.145210389,5.5625,2.6,38041.21117,511.9975,2340.444734,609.2190909,34916.0,7092.0,16279.0,19753.0,72.95124751,38.4739211,60203,68.4,63.9,5355457.527,1193,249838.8458,1666,1442,-0.010998079,0.020642202,-0.000507183,0.119614562,0.096985819,0.001027662,0.070681711,0.078970542,0.099587077,0.106268655,0.0,0.0,0.0,0.0,0.0013305139999999999,-0.114985163,-0.024214832000000002
2006-05-01,1.1098775,5.8,2.378405473,38059.87784,575.172,2252.699529,673.8003704,35676.5054,8299.186871,17891.24449,22817.82392,72.79649851,38.49856715,60203,68.4,64.2,5362200.636,1363,258012.9545,1963,1771,-0.030852749,0.04269662900000001,0.000490696,0.12338829800000001,0.10600665699999999,0.001077614,0.021781000000000002,0.170218115,0.09903830000000001,0.15515739,0.0,0.0,0.0,0.0,0.00125911,0.142497904,0.032717525
2006-06-01,1.113801773,6.0,1.999017445,38006.16928,529.165,2140.187289,595.7324,35107.4895,10017.93706,19476.14846,26681.00289,72.60061063,38.52403773,60203,68.4,64.1,5369020.352000001,1284,251530.9182,2455,776,0.0035357709999999996,0.034482759,-0.001411159,-0.079988247,-0.115862166,0.001189683,-0.015949317,0.207098625,0.088585452,0.16930531899999998,0.0,0.0,0.0,0.0,0.0012718130000000001,-0.057960382000000005,-0.02512291
2006-07-01,1.127754952,6.0,1.7,37950.91623,569.4325,2089.094983,631.9076922999999,34179.0,10677.0,19382.0,27836.0,72.37622181,38.54868957,60203,68.6,64.1,5375476.693,1161,250620.7752,2928,2330,0.012527525,0.0,-0.0014537920000000002,0.076096303,0.060724064,0.001170869,-0.026447049,0.065788289,-0.004834039,0.043289119,0.0,0.0,0.0,0.0,0.001202518,-0.095794393,-0.0036184140000000004
2006-08-01,1.11916213,6.0,1.499029196,38068.856889999995,589.268,2116.1626079999996,629.7396296000001,32993.411739999996,10063.278540000001,17329.80622,25786.50647,72.12115621,38.57416744,60203,68.1,63.6,5382098.708,1139,250199.935,1448,1846,-0.007619405,0.0,0.003107716,0.034833803999999996,-0.00343098,0.001220622,-0.034687623,-0.057480703,-0.105881425,-0.073627444,0.0,0.0,0.0,0.0,0.001231893,-0.018949182,-0.001679191
2006-09-01,1.115973762,6.0,1.4049239390000001,38011.25131,584.3825,2219.067529,599.2576,31511.99161,8399.724109,13770.965180000001,21080.583609999998,71.85772008,38.59965125,60203,68.6,63.8,5388787.695,1011,249715.1929,943,1071,-0.0028488890000000003,0.0,-0.001513194,-0.008290795,-0.048404179000000006,0.001162672,-0.044900483,-0.165309389,-0.20535954,-0.182495557,0.0,0.0,0.0,0.0,0.001242821,-0.11237928,-0.001937419
