Date,Area_Code,Total_Condo_Sold_Number,Avg_Price,Med_Price
2016-04-01,C12,10,965762,757500
2016-04-01,C13,45,377780,349900
2016-04-01,C14,173,429738,397000
2016-04-01,C15,89,364974,327000
2016-04-01,E01,18,461733,434400
2016-04-01,E02,9,512156,541000
2016-04-01,E03,10,308500,230750
2016-04-01,C11,31,302906,295000
2016-05-01,E06,4,402625,351250
2016-05-01,E07,55,292493,287000
2016-05-01,E08,25,238020,210000
2016-05-01,E09,60,294091,287750
2016-05-01,E10,3,119000,120000
2016-05-01,E11,24,224012,235000
2016-05-01,W01,39,402208,378000
2016-05-01,W05,34,284047,308150
2016-05-01,W03,13,367554,374000
2016-05-01,W04,29,256250,245000
2016-05-01,W06,110,436172,373000
2016-05-01,W07,5,412140,420000
2016-05-01,W08,105,373424,325000
2016-05-01,W09,19,251258,235000
2016-05-01,W02,29,447914,410000
2016-05-01,W10,40,222165,234500
2016-05-01,E05,47,333328,317000
2016-05-01,E02,8,568723,487000
2016-05-01,E03,17,322129,223000
2016-05-01,C01,616,493546,425000
2016-05-01,C02,40,903617,654000
2016-05-01,C03,15,801140,625000
2016-05-01,C04,21,562788,439900
2016-05-01,C06,18,356122,324000
2016-05-01,C07,95,432138,405000
2016-05-01,C08,202,487645,426500
2016-05-01,E04,29,244283,256000
2016-05-01,C10,50,498687,488284
2016-05-01,C11,16,341399,337500
2016-05-01,C12,16,1032500,818750
2016-05-01,C13,49,389344,352000
2016-05-01,C14,155,443975,415000
2016-05-01,C15,115,394368,360000
2016-05-01,C09,16,841438,589500
2016-05-01,E01,18,489566,451500
2016-06-01,E07,53,290602,295000
2016-06-01,E08,21,230052,210000
2016-06-01,E09,74,309180,290000
2016-06-01,E10,5,213200,220000
2016-06-01,E11,13,204954,185000
2016-06-01,W01,31,449594,370000
2016-06-01,W04,25,299012,289000
2016-06-01,W03,10,421600,439000
2016-06-01,E06,5,375860,414900
2016-06-01,W05,33,302418,310000
2016-06-01,W06,105,415840,375000
2016-06-01,W07,6,484500,436000
2016-06-01,W08,100,385349,339000
2016-06-01,W09,15,340500,350000
2016-06-01,W02,30,408289,374250
2016-06-01,E05,42,339714,319000
2016-06-01,E01,19,586096,483000
2016-06-01,E03,8,220538,218250
2016-06-01,C01,681,486068,422500
2016-06-01,C02,48,924660,680000
2016-06-01,C03,10,795770,644450
2016-06-01,C04,17,565265,610000
2016-06-01,C06,17,372312,370000
2016-06-01,C07,96,445451,402500
2016-06-01,E04,42,242340,250000
2016-06-01,C08,218,476928,440000
2016-06-01,C10,46,566136,489444
2016-06-01,C12,15,1262733,800000
2016-06-01,C13,48,381138,350050
2016-06-01,C14,153,429217,410000
2016-06-01,C15,106,386694,351000
2016-06-01,E02,8,574775,457500
2016-06-01,C09,14,1145186,889500
2016-06-01,C11,27,292219,283000
2016-06-01,W10,41,217500,226000
2016-07-01,W10,40,222555,261000
2016-07-01,E05,35,322711,315000
2016-07-01,E06,3,282839,270000
2016-07-01,E07,48,298558,314000
2016-07-01,E08,25,251551,239900
2016-07-01,E09,76,294292,282000
2016-07-01,E10,3,179000,165000
2016-07-01,E04,20,235815,227500
2016-07-01,E11,23,241613,263000
2016-07-01,W02,26,426596,384500
2016-07-01,W03,7,378271,400000
2016-07-01,W04,25,299167,290000
2016-07-01,W05,34,269308,276250
2016-07-01,W06,81,425505,388000
2016-07-01,W07,3,468333,400000
2016-07-01,W01,36,445340,396250
2016-07-01,W08,76,360539,321000
2016-07-01,E03,13,235538,235000
2016-07-01,E01,5,428566,369000
2016-07-01,C01,577,476344,430000
2016-07-01,C02,38,1002339,744750
2016-07-01,C03,8,599188,582500
2016-07-01,C04,23,472648,435000
2016-07-01,C06,29,377145,335000
2016-07-01,C07,81,423129,403500
2016-07-01,E02,13,483192,475000
2016-07-01,C08,172,462057,416500
2016-07-01,C10,24,520091,464440
2016-07-01,C11,23,347483,347000
2016-07-01,C12,11,620682,625000
2016-07-01,C13,41,370465,328000
2016-07-01,C14,133,429504,399000
2016-07-01,C15,102,393994,350000
2016-07-01,C09,17,670159,644900
2016-07-01,W09,11,296682,330000
2016-08-01,W10,42,222293,242750
2016-08-01,C01,598,502071,432950
2016-08-01,E07,53,298504,298000
2016-08-01,E08,20,273425,240000
2016-08-01,E09,68,307436,287400
2016-08-01,E10,2,178500,178500
2016-08-01,E11,20,223460,236000
2016-08-01,W01,39,439769,385000
2016-08-01,E06,2,327750,327750
2016-08-01,W02,11,452845,374500
2016-08-01,W04,20,313198,296500
2016-08-01,W05,40,255012,252500
2016-08-01,W06,106,452184,405000
2016-08-01,W07,2,477500,477500
2016-08-01,W08,83,424921,345000
2016-08-01,W09,24,319833,320500
2016-08-01,W03,6,368167,321500
2016-08-01,E05,41,349193,329000
2016-08-01,E04,27,243059,235000
2016-08-01,E03,17,236724,225000
2016-08-01,C02,37,981241,710000
2016-08-01,C03,12,584167,515000
2016-08-01,C04,13,595069,545000
2016-08-01,C06,15,377499,368000
2016-08-01,C07,89,438316,415000
2016-08-01,C08,177,499860,420000
2016-08-01,C09,9,713222,570000
2016-08-01,C10,26,516899,446750
2016-08-01,C11,24,297170,282000
2016-08-01,C12,14,1015235,661450
2016-08-01,C13,35,349069,320000
2016-08-01,C14,156,427712,415000
2016-08-01,C15,118,407508,354750
2016-08-01,E01,11,558689,469000
2016-08-01,E02,7,539857,510000
2016-09-01,C02,32,868578,697450
2016-09-01,W09,19,285884,236300
2016-09-01,C01,488,530452,452000
2016-09-01,E05,27,354526,350000
2016-09-01,C07,84,456348,440500
2016-09-01,C08,160,488481,439995
2016-09-01,C09,9,615767,560000
2016-09-01,C10,39,553133,453000
2016-09-01,C11,17,295753,285000
2016-09-01,C12,3,983333,750000
2016-09-01,C13,40,394873,357500
2016-09-01,C14,150,449237,418500
2016-09-01,C15,108,377064,340500
2016-09-01,E01,12,560750,580000
2016-09-01,E02,11,554273,565000
2016-09-01,E03,13,334935,240000
2016-09-01,E04,26,255919,272000
2016-09-01,C03,10,688460,687000
2016-09-01,E06,1,260000,260000
2016-09-01,E07,53,310513,308800
2016-09-01,E08,18,313678,266500
2016-09-01,E09,74,306123,286500
2016-09-01,E10,2,196750,196750
2016-09-01,E11,26,229530,248500
2016-09-01,W01,35,433657,390000
2016-09-01,W02,10,453849,447000
2016-09-01,W03,10,413789,442050
2016-09-01,W04,19,317053,300000
2016-09-01,W05,39,262633,262500
2016-09-01,W06,104,437014,382500
2016-09-01,W07,1,381900,381900
2016-09-01,W08,88,366360,334000
2016-09-01,W10,37,254119,265000
2016-09-01,C06,11,385645,374000
2016-09-01,C04,11,586327,444000
2016-10-01,W06,97,442626,385000
2016-10-01,W07,2,734950,734950
2016-10-01,E03,6,423083,452500
2016-10-01,W10,42,241789,263500
2016-10-01,C01,500,513764,448944
2016-10-01,C02,44,1083786,752500
2016-10-01,C03,16,779281,499500
2016-10-01,C04,21,635863,439000
2016-10-01,C06,18,397633,378750
2016-10-01,C07,98,448500,430900
2016-10-01,C08,190,504238,443900
2016-10-01,C09,13,1109953,711093
2016-10-01,C10,34,505619,472500
2016-10-01,C11,29,346724,337500
2016-10-01,C12,9,751889,620000
2016-10-01,C13,40,355140,320000
2016-10-01,C14,160,426546,389400
2016-10-01,C15,111,399586,357000
2016-10-01,W09,23,244130,199900
2016-10-01,E01,16,531456,513250
2016-10-01,W08,92,371835,341000
2016-10-01,E04,31,290521,298000
2016-10-01,E05,28,395096,374000
2016-10-01,E06,3,494500,472500
2016-10-01,E07,44,296239,291500
2016-10-01,E08,11,229400,225500
2016-10-01,E09,71,313799,298000
2016-10-01,E10,3,169000,195000
2016-10-01,E11,18,247272,252500
2016-10-01,W01,40,419392,355500
2016-10-01,W02,12,547249,538500
2016-10-01,W03,13,356615,360000
2016-10-01,W04,20,304465,309500
2016-10-01,W05,31,292319,300000
2016-10-01,E02,9,524844,470600
2016-11-01,C02,33,1213145,800000
2016-11-01,C03,14,631680,544750
2016-11-01,W09,17,217847,196000
2016-11-01,C04,18,577078,399000
2016-11-01,C06,21,422676,400000
2016-11-01,C07,73,466398,450000
2016-11-01,C08,161,513487,468900
2016-11-01,C09,19,752095,660000
2016-11-01,C10,42,570336,533227
2016-11-01,C11,26,387731,345750
2016-11-01,C12,9,999128,860000
2016-11-01,C13,34,367482,318950
2016-11-01,C14,152,448394,413500
2016-11-01,C15,101,414126,348000
2016-11-01,E01,17,512000,508000
2016-11-01,E02,9,525833,460000
2016-11-01,E03,8,243763,213550
2016-11-01,W10,33,235697,263000
2016-11-01,E04,15,247433,254000
2016-11-01,E06,4,826225,832450
2016-11-01,W08,75,379385,345000
2016-11-01,W07,2,419500,419500
2016-11-01,W06,84,489265,416000
2016-11-01,W05,37,257443,259500
2016-11-01,W04,24,272191,269000
2016-11-01,C01,467,537263,455500
2016-11-01,W03,6,369583,332750
2016-11-01,W01,26,411235,356500
2016-11-01,E11,18,193145,170000
2016-11-01,E10,3,292867,313500
2016-11-01,E09,53,325822,305000
2016-11-01,E08,20,281124,260500
2016-11-01,E07,48,302613,301550
2016-11-01,W02,12,518450,470450
2016-11-01,E05,37,346651,328000
2016-12-01,W10,35,270606,270000
2016-12-01,W09,11,297473,225000
2016-12-01,C01,316,537070,485000
2016-12-01,W07,2,407000,407000
2016-12-01,W08,60,404238,360000
2016-12-01,W06,80,437346,410000
2016-12-01,W05,23,288387,319000
2016-12-01,W04,34,319574,315000
2016-12-01,W03,4,361500,365500
2016-12-01,W02,7,514286,518000
2016-12-01,W01,20,511103,468000
2016-12-01,E10,4,216875,226750
2016-12-01,E09,23,300996,312000
2016-12-01,E08,13,315131,291000
2016-12-01,E07,36,316150,315000
2016-12-01,E06,3,362000,305000
2016-12-01,E05,24,316213,303250
2016-12-01,E04,24,260054,278250
2016-12-01,E11,15,240393,248000
2016-12-01,E02,3,531773,395000
2016-12-01,E03,11,357027,310000
2016-12-01,C02,33,1036247,641000
2016-12-01,C03,9,709309,545000
2016-12-01,C04,8,788938,415000
2016-12-01,C06,13,383692,393000
2016-12-01,C08,98,488938,458000
2016-12-01,C09,11,810227,672000
2016-12-01,C07,54,505361,462500
2016-12-01,C11,18,342311,287500
2016-12-01,C12,4,761750,709000
2016-12-01,C13,27,360637,344000
2016-12-01,C14,96,478177,445940
2016-12-01,C15,89,412919,358000
2016-12-01,E01,6,644433,617500
2016-12-01,C10,24,565939,545609
2017-01-01,E07,32,313868,310000
2017-01-01,W01,18,520939,445950
2017-01-01,E08,5,350000,263000
2017-01-01,E09,38,315776,317500
2017-01-01,E10,10,188010,198000
2017-01-01,E11,20,214990,191250
2017-01-01,W02,7,543571,480000
2017-01-01,W10,27,276103,285800
2017-01-01,W04,16,315456,311500
2017-01-01,W05,26,270746,325250
2017-01-01,W06,58,456193,414100
2017-01-01,W07,2,609500,609500
2017-01-01,W08,56,410225,361750
2017-01-01,W09,9,280567,220500
2017-01-01,E06,2,394500,394500
2017-01-01,W03,4,426750,383500
2017-01-01,E05,27,355693,365000
2017-01-01,C11,14,322800,322150
2017-01-01,E03,8,397885,383550
2017-01-01,C01,302,531026,460400
2017-01-01,E04,16,268344,276500
2017-01-01,C03,10,779838,551500
2017-01-01,C04,13,625594,565000
2017-01-01,C06,11,392991,359900
2017-01-01,C07,57,487065,460000
2017-01-01,C08,88,554119,513750
2017-01-01,C09,3,519667,439000
2017-01-01,C02,23,1032657,650000
2017-01-01,C12,6,804833,671000
2017-01-01,C13,21,430714,365000
2017-01-01,C14,86,475325,453350
2017-01-01,C15,75,425803,382000
2017-01-01,E01,3,589667,580000
2017-01-01,E02,4,663375,567750
2017-01-01,C10,28,599954,557500
2017-02-01,C15,84,429544,399000
2017-02-01,C14,109,510279,469000
2017-02-01,C13,35,454892,409500
2017-02-01,C12,6,944500,865000
2017-02-01,C11,21,354383,346000
2017-02-01,C10,39,572304,500000
2017-02-01,C06,16,478131,489250
2017-02-01,C08,166,564454,519400
2017-02-01,C07,81,500227,480800
2017-02-01,C04,18,693150,584000
2017-02-01,C03,22,764987,584000
2017-02-01,C02,38,1110294,737500
2017-02-01,C01,423,598303,485000
2017-02-01,C09,8,805625,573950
2017-02-01,E01,16,571810,523444
2017-02-01,W06,109,497346,454600
2017-02-01,E03,11,358818,268500
2017-02-01,E02,8,632291,588000
2017-02-01,W10,42,279598,291000
2017-02-01,W09,13,314416,301000
2017-02-01,W07,1,320000,320000
2017-02-01,W05,30,276747,257500
2017-02-01,W04,29,338200,299900
2017-02-01,W03,9,421756,479900
2017-02-01,W02,12,514367,511000
2017-02-01,W08,86,438973,400750
2017-02-01,E11,17,234794,210000
2017-02-01,E10,6,196667,179000
2017-02-01,E09,49,341973,335000
2017-02-01,E08,13,314100,285900
2017-02-01,E07,38,348845,346500
2017-02-01,E06,6,443850,348850
2017-02-01,E05,33,374370,375000
2017-02-01,W01,20,537199,517550
2017-02-01,E04,18,325155,329000
2017-03-01,E05,44,432790,412500
2017-03-01,E06,8,708463,603750
2017-03-01,E07,55,377193,376000
2017-03-01,E08,20,328068,320500
2017-03-01,E09,54,397676,395500
2017-03-01,E10,9,223111,205000
2017-03-01,W03,13,392938,407000
2017-03-01,W01,32,517569,465000
2017-03-01,W02,27,530408,490000
2017-03-01,W04,38,365221,344000
2017-03-01,W05,49,299784,320000
2017-03-01,E04,35,325751,325000
2017-03-01,W06,143,495692,444000
2017-03-01,E11,26,294385,310500
2017-03-01,E03,13,359246,261000
2017-03-01,C08,237,637656,590000
2017-03-01,E01,15,684378,635000
2017-03-01,W09,25,349376,295000
2017-03-01,C01,627,623618,542000
2017-03-01,C02,57,1018451,670000
2017-03-01,C03,19,761614,655000
2017-03-01,C04,22,602909,510000
2017-03-01,C06,31,426203,410000
2017-03-01,E02,8,772238,628500
2017-03-01,C07,100,592380,555944
2017-03-01,C10,66,576673,524408
2017-03-01,C11,33,378275,340000
2017-03-01,C12,6,1286333,1090000
2017-03-01,C13,39,456500,418800
2017-03-01,C14,157,567706,510000
2017-03-01,C15,131,521483,452218
2017-03-01,C09,11,1073190,830000
2017-03-01,W10,55,310482,332500
2017-03-01,W08,117,475359,415000
2017-03-01,W07,2,335995,335995
2017-04-01,C02,58,1179810,808500
2017-04-01,E09,65,437388,439000
2017-04-01,E10,5,203940,199000
2017-04-01,E11,19,334658,350000
2017-04-01,W01,32,513466,499253
2017-04-01,W02,22,525018,462000
2017-04-01,W03,10,436090,458500
2017-04-01,W04,28,391657,366500
2017-04-01,W05,27,312663,305000
2017-04-01,W06,152,510050,470000
2017-04-01,W07,7,543429,460000
2017-04-01,W08,109,491393,430000
2017-04-01,W09,19,448563,482101
2017-04-01,W10,58,319133,346500
2017-04-01,C01,599,640113,571500
2017-04-01,E08,13,402762,340000
2017-04-01,E07,51,415786,422000
2017-04-01,E02,16,664119,651350
2017-04-01,E05,41,455971,430000
2017-04-01,E06,7,546400,488900
2017-04-01,C06,27,476596,490000
2017-04-01,C07,94,606265,592500
2017-04-01,C08,209,631982,585000
2017-04-01,C09,9,1754845,895000
2017-04-01,C10,37,627646,548500
2017-04-01,C11,26,401387,387710
2017-04-01,C04,22,835109,679750
2017-04-01,C13,44,489982,427500
2017-04-01,C14,147,590445,526200
2017-04-01,C15,112,534871,475000
2017-04-01,E01,13,679199,622000
2017-04-01,C03,17,691047,620000
2017-04-01,E03,8,350810,283750
2017-04-01,C12,7,814286,665000
2017-04-01,E04,38,371223,385000
2017-05-01,E06,3,418333,350000
2017-05-01,E07,42,376269,370500
2017-05-01,E08,22,341081,312000
2017-05-01,E09,51,402948,390000
2017-05-01,E10,5,250200,220000
2017-05-01,E11,21,335462,355900
2017-05-01,W01,38,513808,483710
2017-05-01,W05,31,303690,305000
2017-05-01,W04,35,383125,390000
2017-05-01,W06,138,533278,483565
2017-05-01,W07,4,643000,493500
2017-05-01,W08,109,480774,425000
2017-05-01,E05,37,429361,425000
2017-05-01,W10,38,347631,339500
2017-05-01,W02,18,552622,475200
2017-05-01,W09,13,416669,475000
2017-05-01,W03,7,430929,415500
2017-05-01,E02,7,611286,591000
2017-05-01,E03,10,457000,463000
2017-05-01,C01,571,630550,543000
2017-05-01,C02,49,1259394,770000
2017-05-01,C03,19,745499,644990
2017-05-01,C04,17,677100,570000
2017-05-01,C06,19,471579,450000
2017-05-01,C07,76,567236,542000
2017-05-01,C08,230,578887,539900
2017-05-01,E04,32,340363,355000
2017-05-01,C10,46,653228,580000
2017-05-01,C11,32,387155,353500
2017-05-01,C12,11,1155909,950000
2017-05-01,C13,62,507635,440000
2017-05-01,C14,119,536514,495000
2017-05-01,C15,85,509926,440000
2017-05-01,C09,14,1127143,792500
2017-05-01,E01,27,640626,634000
2017-06-01,E07,42,368395,364000
2017-06-01,E08,14,329964,298750
2017-06-01,E09,44,398057,387500
2017-06-01,E10,5,251600,198000
2017-06-01,E11,35,324314,347265
2017-06-01,W03,7,413714,380000
2017-06-01,W02,21,542749,425000
2017-06-01,E06,3,454967,470000
2017-06-01,W04,25,336772,315000
2017-06-01,W05,20,362340,354000
2017-06-01,W06,102,517705,462750
2017-06-01,W07,4,621250,625000
2017-06-01,W08,83,488761,440000
2017-06-01,W01,54,531924,490000
2017-06-01,E05,21,436143,412000
2017-06-01,E01,14,585357,527000
2017-06-01,E03,13,317838,280000
2017-06-01,C01,461,607202,535000
2017-06-01,C02,34,1557950,935000
2017-06-01,C03,11,774818,635000
2017-06-01,C04,12,809208,610500
2017-06-01,C06,19,484113,449000
2017-06-01,C07,58,572227,515000
2017-06-01,E04,43,323414,328000
2017-06-01,C08,183,600556,553100
2017-06-01,C10,36,653464,567500
2017-06-01,C12,6,943375,904000
2017-06-01,C13,43,490457,412000
2017-06-01,C14,103,530914,505000
2017-06-01,C15,92,495511,436500
2017-06-01,E02,7,668857,575000
2017-06-01,C09,12,1293403,957000
2017-06-01,C11,28,380439,379250
2017-06-01,W10,28,280879,305000
2017-06-01,W09,19,340337,235000
2017-07-01,C02,28,1156461,638750
2017-07-01,E08,22,351227,334000
2017-07-01,E09,33,381900,365500
2017-07-01,E10,2,260000,260000
2017-07-01,E11,14,338554,351000
2017-07-01,W01,29,473817,440000
2017-07-01,W03,2,512450,512450
2017-07-01,W04,19,405363,389000
2017-07-01,W05,23,279474,270000
2017-07-01,W06,93,511765,445000
2017-07-01,W07,3,527667,535000
2017-07-01,W08,56,438776,397500
2017-07-01,W09,8,302470,269000
2017-07-01,W10,23,315386,325000
2017-07-01,E07,41,373037,382000
2017-07-01,E06,2,572450,572450
2017-07-01,W02,16,554563,522500
2017-07-01,E04,33,323417,330000
2017-07-01,E05,21,411633,395000
2017-07-01,C04,16,844141,605000
2017-07-01,C06,13,417577,412000
2017-07-01,C07,53,578608,538800
2017-07-01,C08,126,589276,537500
2017-07-01,C09,7,929286,864999
2017-07-01,C10,28,601039,519000
2017-07-01,C11,22,402432,359250
2017-07-01,C03,15,632821,584022
2017-07-01,C01,397,585310,525000
2017-07-01,C13,21,398576,400000
2017-07-01,C14,86,511390,461500
2017-07-01,C15,63,513659,450000
2017-07-01,E01,14,559343,549250
2017-07-01,E02,5,424000,465000
2017-07-01,E03,5,280600,230000
2017-07-01,C12,6,1222667,1133500
2017-08-01,E08,16,317181,319250
2017-08-01,E09,40,405169,384500
2017-08-01,E10,2,199000,199000
2017-08-01,E11,16,311650,313500
2017-08-01,W01,19,648184,506000
2017-08-01,W02,16,472062,426500
2017-08-01,E07,30,394496,402500
2017-08-01,W04,18,312325,304500
2017-08-01,W05,27,313833,315000
2017-08-01,W07,4,553375,441250
2017-08-01,W08,84,425640,408000
2017-08-01,W09,20,362045,306250
2017-08-01,W10,32,286593,294500
2017-08-01,W03,5,392080,345000
2017-08-01,W06,84,500114,454500
2017-08-01,E06,1,475000,475000
2017-08-01,E03,8,344875,282500
2017-08-01,C01,414,624480,530000
2017-08-01,E05,28,442482,425000
2017-08-01,C02,35,973423,714000
2017-08-01,C03,10,778990,537500
2017-08-01,C04,15,524987,460000
2017-08-01,C06,18,448341,420000
2017-08-01,C07,58,550507,524500
2017-08-01,C08,191,593409,525000
2017-08-01,E04,23,332474,325000
2017-08-01,C10,25,635772,655000
2017-08-01,C11,14,421308,389000
2017-08-01,C12,5,1544000,1350000
2017-08-01,C13,20,430890,433750
2017-08-01,C14,103,541270,480000
2017-08-01,C15,72,450346,415750
2017-08-01,E02,7,531429,447000
2017-08-01,C09,6,742333,739500
2017-08-01,E01,10,711480,599450
2017-09-01,E08,11,283400,258500
2017-09-01,E09,49,376655,365000
2017-09-01,E10,2,217500,217500
2017-09-01,E11,16,305056,308500
2017-09-01,W01,19,476384,470000
2017-09-01,W02,12,607575,523750
2017-09-01,W05,24,250575,266500
2017-09-01,W04,21,374871,355000
2017-09-01,E07,38,379955,372500
2017-09-01,W06,76,537946,475500
2017-09-01,W07,1,485000,485000
2017-09-01,W08,69,467875,422000
2017-09-01,W09,8,259600,215950
2017-09-01,W10,21,322376,333000
2017-09-01,W03,4,536625,557500
2017-09-01,E06,3,398000,330000
2017-09-01,E02,9,773756,620000
2017-09-01,E04,18,336694,338500
2017-09-01,C01,377,633660,545000
2017-09-01,C02,37,920054,745000
2017-09-01,C03,8,585411,521745
2017-09-01,C04,22,738269,537500
2017-09-01,C06,16,444875,419250
2017-09-01,C07,48,575600,548500
2017-09-01,C08,142,610758,537500
2017-09-01,C09,11,1136182,825000
2017-09-01,C10,38,668052,614500
2017-09-01,C11,15,388567,355000
2017-09-01,C13,25,455576,435000
2017-09-01,C14,106,542903,516000
2017-09-01,C15,69,467766,438000
2017-09-01,E01,13,638069,565000
2017-09-01,E03,11,333809,298000
2017-09-01,E05,20,385025,354500
2017-09-01,C12,3,1432667,1380000
2017-10-01,E03,12,321167,299500
2017-10-01,W10,40,311053,310000
2017-10-01,E06,2,598500,598500
2017-10-01,E07,31,378561,378100
2017-10-01,E08,14,365929,320000
2017-10-01,E09,42,374479,379250
2017-10-01,E10,3,245667,250500
2017-10-01,W01,33,553345,470000
2017-10-01,E05,20,397330,362000
2017-10-01,W02,22,538682,542250
2017-10-01,W04,34,359688,379000
2017-10-01,W05,25,299072,324000
2017-10-01,W06,82,531287,485000
2017-10-01,W07,0,0,0
2017-10-01,W08,60,464492,414500
2017-10-01,W09,15,356033,280000
2017-10-01,W03,3,419333,414000
2017-10-01,E04,19,326336,343500
2017-10-01,E11,22,308482,330501
2017-10-01,E01,22,610213,611325
2017-10-01,E02,13,678639,701000
2017-10-01,C01,396,632815,552250
2017-10-01,C02,41,943290,818000
2017-10-01,C03,15,710613,665000
2017-10-01,C04,16,795431,622500
2017-10-01,C07,47,554853,575000
2017-10-01,C08,166,629167,552500
2017-10-01,C06,18,479417,477500
2017-10-01,C10,31,681809,565000
2017-10-01,C11,26,368196,331950
2017-10-01,C12,5,1270900,910000
2017-10-01,C13,34,474735,417500
2017-10-01,C14,84,553288,522500
2017-10-01,C15,78,477639,440400
2017-10-01,C09,14,970777,869440
2017-11-01,E02,7,560714,550000
2017-11-01,C12,3,666000,605000
2017-11-01,E01,23,629657,568500
2017-11-01,C15,89,468821,431000
2017-11-01,C14,107,525993,485000
2017-11-01,C13,27,469286,421000
2017-11-01,C11,20,395050,376250
2017-11-01,C02,40,1159000,866500
2017-11-01,C09,16,822441,810500
2017-11-01,C08,156,619728,547444
2017-11-01,C07,50,560962,529500
2017-11-01,C06,23,461404,432000
2017-11-01,C04,25,948128,699000
2017-11-01,C03,12,873343,795500
2017-11-01,E03,16,387525,324250
2017-11-01,C10,32,731458,577000
2017-11-01,E04,32,324316,320000
2017-11-01,C01,440,615177,542500
2017-11-01,E06,5,521400,525000
2017-11-01,W09,9,261556,237000
2017-11-01,W08,90,488337,437000
2017-11-01,W07,9,496244,455000
2017-11-01,W06,78,521945,480000
2017-11-01,W05,21,352176,395000
2017-11-01,W04,24,409396,400750
2017-11-01,E05,20,394384,371250
2017-11-01,W03,9,431278,425000
2017-11-01,W01,32,654478,570000
2017-11-01,E11,10,283020,280000
2017-11-01,E10,6,253900,269700
2017-11-01,E09,66,370202,360000
2017-11-01,E08,16,346906,343500
2017-11-01,E07,34,375129,396000
2017-11-01,W02,18,547975,527000
2017-11-01,W10,41,300016,325000
2017-12-01,W10,32,301256,310000
2017-12-01,W09,3,338667,405000
2017-12-01,C01,265,647303,566000
2017-12-01,E05,15,389493,365000
2017-12-01,E06,2,434000,434000
2017-12-01,E07,36,385826,390500
2017-12-01,E08,7,338643,345000
2017-12-01,E09,32,384924,384944
2017-12-01,E10,2,203500,203500
2017-12-01,E04,40,340447,334000
2017-12-01,E11,12,320563,329000
2017-12-01,W02,13,590069,589000
2017-12-01,W03,3,512333,488000
2017-12-01,W04,24,364188,373250
2017-12-01,W05,23,305907,315000
2017-12-01,W06,59,492280,461000
2017-12-01,W08,74,428950,410000
2017-12-01,W01,19,541674,465000
2017-12-01,E03,6,331000,295500
2017-12-01,W07,6,450167,432000
2017-12-01,E02,3,634633,657000
2017-12-01,C02,29,819155,747500
2017-12-01,C03,7,821343,685000
2017-12-01,C04,8,516250,495000
2017-12-01,C06,11,451682,438000
2017-12-01,C08,121,580636,525000
2017-12-01,C09,3,669778,710333
2017-12-01,C07,42,533457,489900
2017-12-01,C11,14,377250,370500
2017-12-01,C12,6,1205500,1047500
2017-12-01,C13,25,474480,467000
2017-12-01,C14,83,572317,493000
2017-12-01,C15,60,474996,439750
2017-12-01,E01,12,600903,571000
2017-12-01,C10,28,729229,583000
2018-01-01,C11,10,340500,308500
2018-01-01,C15,53,478364,445000
2018-01-01,C14,56,531182,515450
2018-01-01,C13,17,519263,475000
2018-01-01,C12,3,828667,879000
2018-01-01,C10,20,619282,570250
2018-01-01,C02,25,1244400,740000
2018-01-01,C08,70,649222,576940
2018-01-01,C07,32,552588,505500
2018-01-01,C06,6,457483,476900
2018-01-01,C04,11,578410,447000
2018-01-01,C03,6,774817,641450
2018-01-01,E01,7,737714,575000
2018-01-01,C09,2,619000,619000
2018-01-01,E02,5,685580,559000
2018-01-01,E09,28,402993,398000
2018-01-01,E04,17,331676,320500
2018-01-01,C01,254,617266,550000
2018-01-01,W06,46,569011,509500
2018-01-01,W05,20,335963,345500
2018-01-01,W04,20,384975,364500
2018-01-01,W03,3,447667,419000
2018-01-01,W02,12,547142,520000
2018-01-01,E03,4,294725,296950
2018-01-01,W01,12,518533,424500
2018-01-01,E10,3,287000,330000
2018-01-01,W07,3,419633,349000
2018-01-01,E08,16,341331,331450
2018-01-01,E07,22,387972,389000
2018-01-01,E06,0,0,0
2018-01-01,E05,14,401057,374900
2018-01-01,E11,11,285927,270000
2018-01-01,W10,40,305729,316500
2018-01-01,W09,14,396821,430750
2018-01-01,W08,37,435324,430000
2018-02-01,E04,20,347600,346000
2018-02-01,E06,2,774950,774950
2018-02-01,E07,25,389976,385000
2018-02-01,E08,19,372937,334900
2018-02-01,E09,23,378553,362500
2018-02-01,E10,1,302000,302000
2018-02-01,E11,12,346375,345000
2018-02-01,W01,20,585845,545000
2018-02-01,W02,17,523895,443000
2018-02-01,W03,4,426150,421050
2018-02-01,W04,23,368158,334000
2018-02-01,W05,27,338364,355250
2018-02-01,W06,68,512551,485500
2018-02-01,W07,2,545000,545000
2018-02-01,W08,70,523709,491500
2018-02-01,E05,26,406598,400000
2018-02-01,E03,6,372700,330000
2018-02-01,E02,5,509640,485000
2018-02-01,E01,7,608643,571000
2018-02-01,C01,297,652105,585000
2018-02-01,C02,28,1192696,778000
2018-02-01,C03,11,822091,795000
2018-02-01,C04,14,895357,638750
2018-02-01,C06,15,500333,440000
2018-02-01,C07,40,546370,521000
2018-02-01,W09,11,330500,265000
2018-02-01,C08,103,675099,602500
2018-02-01,C10,21,598862,580000
2018-02-01,C11,14,375900,381850
2018-02-01,C12,1,795000,795000
2018-02-01,C13,28,523661,438250
